"ID bat";"Nom du Batiment";"Niveau du batiment";"Bois";"Argile";"Fer";"CC";"Conso cc";"Durée construction";"PC total";"Prod";"Temps de construction (BP)";"Augmentation"
"29";"Grande Caserne";"3";"1030";"690";"1280";"590";"2";"00:55:40";"2";;;
"29";"Grande Caserne";"4";"1320";"880";"1635";"755";"2";"01:09:30";"2";;;
"29";"Grande Caserne";"5";"1690";"1125";"2095";"965";"2";"01:25:40";"2";;;
"29";"Grande Caserne";"6";"2165";"1445";"2680";"1235";"3";"01:44:20";"3";;;
"29";"Grande Caserne";"7";"2770";"1845";"3430";"1585";"3";"02:06:10";"4";;;
"29";"Grande Caserne";"8";"3545";"2365";"4390";"2025";"3";"02:31:20";"4";;;
"29";"Grande Caserne";"9";"4540";"3025";"5620";"2595";"3";"03:00:30";"5";;;
"29";"Grande Caserne";"10";"5810";"3875";"7195";"3320";"3";"03:34:20";"6";;;
"29";"Grande Caserne";"11";"7440";"4960";"9210";"4250";"3";"04:13:40";"7";;;
"29";"Grande Caserne";"12";"9520";"6345";"11785";"5440";"3";"04:59:10";"9";;;
"29";"Grande Caserne";"13";"12185";"8125";"15085";"6965";"3";"05:52:10";"11";;;
"29";"Grande Caserne";"14";"15600";"10400";"19310";"8915";"3";"06:53:30";"13";;;
"29";"Grande Caserne";"15";"19965";"13310";"24720";"11410";"3";"08:04:40";"15";;;
"29";"Grande Caserne";"16";"25555";"17035";"31640";"14605";"4";"09:27:10";"18";;;
"29";"Grande Caserne";"17";"32710";"21810";"40500";"18690";"4";"11:02:50";"22";;;
"29";"Grande Caserne";"18";"41870";"27915";"51840";"23925";"4";"12:54:00";"27";;;
"29";"Grande Caserne";"19";"53595";"35730";"66355";"30625";"4";"15:02:50";"32";;;
"29";"Grande Caserne";"20";"68600";"45735";"84935";"39200";"4";"17:32:10";"38";;;
"28";"Comptoir commerce";"1";"1400";"1330";"1200";"400";"2";"00:50:00";"4";;;
"28";"Comptoir commerce";"2";"1790";"1700";"1535";"510";"2";"01:03:00";"4";;;
"28";"Comptoir commerce";"3";"2295";"2180";"1965";"655";"2";"01:18:00";"5";;;
"28";"Comptoir commerce";"4";"2935";"2790";"2515";"840";"2";"01:35:30";"6";;;
"28";"Comptoir commerce";"5";"3760";"3570";"3220";"1075";"2";"01:55:50";"7";;;
"28";"Comptoir commerce";"6";"4810";"4570";"4125";"1375";"2";"02:19:20";"9";;;
"28";"Comptoir commerce";"7";"6155";"5850";"5280";"1760";"2";"02:46:40";"11";;;
"28";"Comptoir commerce";"8";"7880";"7485";"6755";"2250";"2";"03:18:20";"13";;;
"28";"Comptoir commerce";"9";"10090";"9585";"8645";"2880";"2";"03:55:10";"15";;;
"28";"Comptoir commerce";"10";"12915";"12265";"11070";"3690";"2";"04:37:40";"19";;;
"28";"Comptoir commerce";"11";"16530";"15700";"14165";"4720";"3";"05:27:10";"22";;;
"28";"Comptoir commerce";"12";"21155";"20100";"18135";"6045";"3";"06:24:30";"27";;;
"28";"Comptoir commerce";"13";"27080";"25725";"23210";"7735";"3";"07:31:00";"32";;;
"28";"Comptoir commerce";"14";"34660";"32930";"29710";"9905";"3";"08:48:10";"39";;;
"28";"Comptoir commerce";"15";"44370";"42150";"38030";"12675";"3";"10:17:40";"46";;;
"28";"Comptoir commerce";"16";"56790";"53950";"48680";"16225";"3";"12:01:30";"55";;;
"28";"Comptoir commerce";"17";"72690";"69060";"62310";"20770";"3";"14:02:00";"67";;;
"28";"Comptoir commerce";"18";"93045";"88395";"79755";"26585";"3";"16:21:40";"80";;;
"28";"Comptoir commerce";"19";"119100";"113145";"102085";"34030";"3";"19:03:50";"96";;;
"28";"Comptoir commerce";"20";"152445";"144825";"130670";"43555";"3";"22:11:50";"115";;;
"27";"Chambre de tresor";"2";"3630";"3450";"3250";"1245";"2";"02:39:40";"9";;;
"27";"Chambre de tresor";"3";"4570";"4350";"4095";"1570";"2";"03:10:10";"10";;;
"27";"Chambre de tresor";"4";"5760";"5480";"5160";"1980";"2";"03:45:40";"12";;;
"27";"Chambre de tresor";"5";"7260";"6905";"6505";"2495";"2";"04:26:50";"15";;;
"27";"Chambre de tresor";"6";"9145";"8700";"8195";"3145";"3";"05:14:30";"18";;;
"27";"Chambre de tresor";"7";"11525";"10965";"10325";"3960";"3";"06:09:40";"21";;;
"27";"Chambre de tresor";"8";"14520";"13815";"13010";"4990";"3";"07:13:50";"26";;;
"27";"Chambre de tresor";"9";"18295";"17405";"16390";"6290";"3";"08:28:20";"31";;;
"27";"Chambre de tresor";"10";"23055";"21930";"20650";"7925";"3";"09:54:40";"37";;;
"27";"Chambre de tresor";"11";"29045";"27635";"26020";"9985";"3";"11:34:50";"45";;;
"27";"Chambre de tresor";"12";"36600";"34820";"32785";"12580";"3";"13:31:00";"53";;;
"27";"Chambre de tresor";"13";"46115";"43875";"41310";"15850";"3";"15:45:40";"64";;;
"27";"Chambre de tresor";"14";"58105";"55280";"52050";"19975";"3";"18:22:00";"77";;;
"27";"Chambre de tresor";"15";"73210";"69655";"65585";"25165";"3";"21:23:20";"92";;;
"27";"Chambre de tresor";"16";"92245";"87760";"82640";"31710";"4";"24:53:40";"111";;;
"27";"Chambre de tresor";"17";"116230";"110580";"104125";"39955";"4";"28:57:40";"133";;;
"27";"Chambre de tresor";"18";"146450";"139330";"131195";"50340";"4";"33:40:40";"160";;;
"27";"Chambre de tresor";"19";"184530";"175560";"165305";"63430";"4";"39:09:00";"192";;;
"27";"Chambre de tresor";"20";"232505";"221205";"208285";"79925";"3";"45:29:50";"230";;;
"15";"Batiment Principal";"2";"90";"50";"75";"25";"1";"00:43:40";"3";;"96%";
"15";"Batiment Principal";"3";"115";"65";"100";"35";"1";"00:55:40";"3";;"93%";
"15";"Batiment Principal";"4";"145";"85";"125";"40";"1";"01:09:30";"4";;"90%";
"15";"Batiment Principal";"5";"190";"105";"160";"55";"1";"01:25:40";"5";;"86%";
"15";"Batiment Principal";"6";"240";"135";"205";"70";"2";"01:44:20";"6";;"83%";
"15";"Batiment Principal";"7";"310";"175";"265";"90";"2";"02:06:10";"7";;"80%";
"15";"Batiment Principal";"8";"395";"225";"340";"115";"2";"02:31:20";"9";;"77%";
"15";"Batiment Principal";"9";"505";"290";"430";"145";"2";"03:00:30";"10";;"75%";
"15";"Batiment Principal";"10";"645";"370";"555";"185";"2";"03:34:20";"12";;"72%";
"15";"Batiment Principal";"11";"825";"470";"710";"235";"2";"04:13:40";"15";;"69%";
"15";"Batiment Principal";"12";"1060";"605";"905";"300";"2";"04:59:10";"18";;"67%";
"15";"Batiment Principal";"13";"1355";"775";"1160";"385";"2";"05:52:10";"21";;"64%";
"15";"Batiment Principal";"14";"1735";"990";"1485";"495";"2";"06:53:30";"26";;"62%";
"15";"Batiment Principal";"15";"2220";"1270";"1900";"635";"2";"08:04:40";"31";;"60%";
"15";"Batiment Principal";"16";"2840";"1625";"2435";"810";"3";"09:27:10";"37";;"58%";
"15";"Batiment Principal";"17";"3635";"2075";"3115";"1040";"3";"11:02:50";"44";;"56%";
"15";"Batiment Principal";"18";"4650";"2660";"3990";"1330";"3";"12:54:00";"53";;"54%";
"15";"Batiment Principal";"19";"5955";"3405";"5105";"1700";"3";"15:02:50";"64";;"52%";
"15";"Batiment Principal";"20";"7620";"4355";"6535";"2180";"3";"17:32:10";"77";;"50%";
"15";"Batiment Principal";"1";"70";"40";"60";"20";"2";"00:33:20";"2";;"100%";
"14";"Place tournoi";"2";"2240";"2880";"1960";"305";"1";"01:12:40";"1";;;
"14";"Place tournoi";"3";"2865";"3685";"2505";"395";"1";"01:29:20";"2";;;
"14";"Place tournoi";"4";"3670";"3685";"3210";"505";"1";"01:48:30";"2";;;
"14";"Place tournoi";"5";"4700";"6040";"4105";"645";"1";"02:11:00";"2";;;
"14";"Place tournoi";"6";"6015";"7730";"5255";"825";"1";"02:36:50";"3";;;
"14";"Place tournoi";"7";"7695";"9895";"6730";"1055";"1";"03:07:00";"4";;;
"14";"Place tournoi";"8";"9850";"12665";"8615";"1350";"1";"03:42:00";"4";;;
"14";"Place tournoi";"9";"12610";"16215";"11025";"1730";"1";"04:22:30";"5";;;
"14";"Place tournoi";"10";"16140";"20755";"14110";"2215";"1";"05:09:30";"6";;;
"14";"Place tournoi";"11";"20660";"26565";"18065";"2835";"2";"06:04:00";"7";;;
"14";"Place tournoi";"12";"26445";"34000";"23120";"3625";"2";"07:07:00";"9";;;
"14";"Place tournoi";"13";"33850";"43520";"29595";"4640";"2";"08:20:30";"11";;;
"14";"Place tournoi";"14";"43330";"55705";"37880";"5940";"2";"09:45:40";"13";;;
"14";"Place tournoi";"15";"55460";"71305";"48490";"7605";"2";"11:24:20";"15";;;
"14";"Place tournoi";"16";"70990";"91270";"62065";"9735";"2";"13:18:50";"18";;;
"14";"Place tournoi";"17";"90865";"116825";"79440";"12460";"2";"15:31:40";"22";;;
"14";"Place tournoi";"18";"116305";"149540";"101685";"15950";"2";"18:05:40";"27";;;
"14";"Place tournoi";"19";"148875";"191410";"130160";"20415";"2";"21:04:20";"32";;;
"14";"Place tournoi";"20";"190560";"245005";"166600";"26135";"2";"24:31:40";"38";;;
"7";"Fonderie";"1";"200";"450";"510";"120";"6";"01:08:00";"1";;;"5%"
"7";"Fonderie";"2";"360";"810";"920";"215";"3";"02:02:00";"1";;;"10%"
"7";"Fonderie";"3";"650";"1460";"1650";"390";"3";"03:23:00";"2";;;"15%"
"7";"Fonderie";"4";"1165";"2625";"2975";"700";"3";"05:24:30";"2";;;"20%"
"7";"Fonderie";"5";"2100";"4725";"5355";"1260";"3";"08:26:50";"2";;;"25%"
"7";"Fonderie";"1";"200";"450";"510";"120";"6";"01:08:00";"1";;;"5%"
"7";"Fonderie";"2";"360";"810";"920";"215";"3";"02:02:00";"1";;;"10%"
"7";"Fonderie";"3";"650";"1460";"1650";"390";"3";"03:23:00";"2";;;"15%"
"7";"Fonderie";"4";"1165";"2625";"2975";"700";"3";"05:24:30";"2";;;"20%"
"7";"Fonderie";"5";"2100";"4725";"5355";"1260";"3";"08:26:50";"2";;;"25%"
"6";"Poterie";"1";"440";"480";"320";"50";"3";"00:37:20";"1";;;"5%"
"6";"Poterie";"2";"790";"865";"575";"90";"2";"01:16:00";"1";;;"10%"
"6";"Poterie";"3";"1425";"1555";"1035";"160";"2";"02:14:00";"2";;;"15%"
"6";"Poterie";"4";"2565";"2800";"1865";"290";"2";"03:41:00";"2";;;"20%"
"6";"Poterie";"5";"4620";"5040";"3360";"525";"2";"05:51:30";"2";;;"25%"
"5";"Scierie";"2";"935";"685";"520";"160";"2";"01:35:00";"1";;;"10%"
"5";"Scierie";"3";"1685";"1230";"940";"290";"2";"02:42:30";"2";;;"15%"
"5";"Scierie";"4";"3035";"2215";"1690";"525";"2";"04:23:50";"2";;;"20%"
"5";"Scierie";"5";"5460";"3990";"3045";"945";"2";"06:55:40";"2";;;"25%"
"5";"Scierie";"1";"520";"380";"290";"90";"4";"01:50:00";"1";;;"5%"
"4";"CC";"2";"115";"150";"115";"35";"0";"00:07:20";"1";"13";;
"4";"CC";"3";"195";"250";"195";"55";"0";"00:15:00";"2";"21";;
"4";"CC";"4";"325";"420";"325";"95";"0";"00:27:30";"2";"31";;
"4";"CC";"5";"545";"700";"545";"155";"0";"00:47:10";"2";"46";;
"4";"CC";"6";"910";"1170";"910";"260";"1";"01:18:50";"3";"70";;
"4";"CC";"7";"1520";"1950";"1520";"435";"1";"02:03:40";"4";"98";;
"4";"CC";"8";"2535";"3260";"2535";"725";"1";"03:30:40";"4";"140";;
"4";"CC";"9";"4235";"5445";"4235";"1210";"1";"05:40:30";"5";"203";;
"4";"CC";"10";"7070";"9095";"7070";"2020";"1";"09:08:00";"6";"280";;
"4";"CC";"11";"11810";"15185";"11810";"3375";"1";"14:40:10";"7";"392";;
"4";"CC";"12";"19725";"25360";"19725";"5635";"1";"23:31:40";"9";"525";;
"4";"CC";"13";"32940";"42350";"32940";"9410";"1";"37:41:50";"11";"693";;
"4";"CC";"14";"55005";"70720";"55005";"15715";"1";"60:22:20";"13";"889";;
"4";"CC";"15";"91860";"118105";"91860";"26245";"1";"96:39:10";"15";"1120";;
"4";"CC";"16";"153405";"197240";"153405";"43830";"2";"154:41:50";"18";"1400";;
"4";"CC";"17";"256190";"329385";"256190";"73195";"2";"247:34:20";"22";"1820";;
"4";"CC";"18";"427835";"550075";"427835";"122240";"2";"396:10:10";"27";"2240";;
"4";"CC";"19";"714485";"918625";"714485";"204140";"2";"633:550:";"32";"2800";;
"4";"CC";"20";"1193195";"1534105";"1193195";"340915";"2";"1014:20:30";"38";"3430";;
"4";"CC";"1";"70";"90";"70";"20";"0";"0:02:30";"1";"7";;
"3";"Fer";"2";"165";"135";"50";"100";"2";"00:15:20";"1";"13";;
"3";"Fer";"3";"280";"225";"85";"165";"2";"00:27:50";"2";"21";;
"3";"Fer";"4";"465";"375";"140";"280";"2";"00:48:00";"2";"31";;
"3";"Fer";"5";"780";"620";"235";"465";"2";"01:20:00";"2";"46";;
"3";"Fer";"6";"1300";"1040";"390";"780";"2";"02:11:00";"3";"70";;
"3";"Fer";"7";"2170";"1735";"650";"1300";"2";"03:33:30";"4";"98";;
"3";"Fer";"8";"3625";"2900";"1085";"2175";"2";"05:44:50";"4";"140";;
"3";"Fer";"9";"6050";"4840";"1815";"3630";"2";"09:15:10";"5";"203";;
"3";"Fer";"10";"10105";"8080";"3030";"6060";"2";"14:51:40";"6";"280";;
"3";"Fer";"11";"16870";"13500";"5060";"10125";"3";"23:50:00";"7";"392";;
"3";"Fer";"12";"28175";"22540";"8455";"16905";"3";"38:11:10";"9";"525";;
"3";"Fer";"13";"47055";"37645";"14115";"28230";"3";"61:09:20";"11";"693";;
"3";"Fer";"14";"78580";"62865";"23575";"47150";"3";"97:54:10";"13";"889";;
"3";"Fer";"15";"131230";"104985";"39370";"78740";"3";"156:42:00";"15";"1120";;
"3";"Fer";"16";"219155";"175320";"65745";"131490";"3";"250:46:30";"18";"1400";;
"3";"Fer";"17";"365985";"292790";"109795";"219590";"3";"401:17:40";"22";"1820";;
"3";"Fer";"18";"611195";"488955";"183360";"366715";"3";"642:07:40";"27";"2240";;
"3";"Fer";"19";"1020695";"816555";"306210";"612420";"3";"1027:27:30";"32";"2800";;
"3";"Fer";"20";"1704565";"1363650";"511370";"1022740";"3";"1643:59:30";"38";"3430";;
"3";"Fer";"1";"100";"80";"30";"60";"3";"0:02:30";"1";"7";;
"2";"Argile";"2";"135";"65";"135";"85";"1";"00:09:10";"1";"13";;
"2";"Argile";"3";"225";"110";"225";"140";"1";"00:18:00";"2";"21";;
"2";"Argile";"4";"375";"185";"375";"235";"1";"00:32:10";"2";"31";;
"2";"Argile";"5";"620";"310";"620";"390";"1";"00:54:50";"2";"46";;
"2";"Argile";"6";"1040";"520";"1040";"650";"2";"01:31:10";"3";"70";;
"2";"Argile";"7";"1735";"870";"1735";"1085";"2";"02:29:10";"4";"98";;
"2";"Argile";"8";"2900";"1450";"2900";"1810";"2";"04:02:00";"4";"140";;
"2";"Argile";"9";"4840";"2420";"4840";"3025";"2";"06:30:30";"5";"203";;
"2";"Argile";"10";"8080";"4040";"8080";"5050";"2";"10:28:10";"6";"280";;
"2";"Argile";"11";"13500";"6750";"13500";"8435";"2";"10:28:10";"7";"392";;
"2";"Argile";"12";"22540";"11270";"22540";"14090";"2";"16:48:30";"9";"525";;
"2";"Argile";"13";"37645";"18820";"37645";"23525";"2";"26:56:50";"11";"693";;
"2";"Argile";"14";"62865";"31430";"62865";"39290";"2";"43:10:20";"13";"889";;
"2";"Argile";"15";"104985";"52490";"104985";"65615";"2";"69:07:50";"15";"1120";;
"2";"Argile";"16";"175320";"87660";"175320";"109575";"3";"110:39:50";"18";"1400";;
"2";"Argile";"17";"292790";"146395";"292790";"182995";"3";"177:07:00";"22";"1820";;
"2";"Argile";"18";"488955";"244480";"488955";"305600";"3";"283:26:30";"27";"2240";;
"2";"Argile";"19";"816555";"408280";"816555";"510350";"3";"453:33:40";"32";"2800";;
"2";"Argile";"20";"1363650";"681825";"1363650";"852280";"3";"725:45:10";"38";"3430";;
"2";"Argile";"1";"80";"40";"80";"50";"2";"00:03:40";;;;
"1";"Bucheron";"2";"65";"165";"85";"100";"1";"00:10:20";"1";"13";;
"1";"Bucheron";"3";"110";"280";"140";"165";"1";"00:19:50";"2";"21";;
"1";"Bucheron";"4";"185";"465";"235";"280";"1";"00:35:00";"2";"31";;
"1";"Bucheron";"5";"310";"780";"390";"465";"1";"00:59:20";"2";"46";;
"1";"Bucheron";"6";"520";"1300";"650";"780";"2";"1:38:10";"3";"70";;
"1";"Bucheron";"7";"870";"2170";"1085";"1300";"2";"2:40:20";"4";"98";;
"1";"Bucheron";"8";"1450";"3625";"1810";"2175";"2";"4:19:50";"4";"140";;
"1";"Bucheron";"9";"2420";"6050";"3025";"3630";"2";"6:59:10";"5";"203";;
"1";"Bucheron";"10";"4040";"10105";"5050";"6060";"2";"11:14:00";"6";"280";;
"1";"Bucheron";"11";"6750";"16870";"8435";"10125";"2";"18:01:40";"7";"392";;
"1";"Bucheron";"12";"11270";"28175";"14090";"16905";"2";"28:54:10";"9";"525";;
"1";"Bucheron";"13";"18820";"47055";"23525";"28230";"2";"46:18:00";"11";"693";;
"1";"Bucheron";"14";"31430";"78580";"39290";"47150";"2";"74:08:00";"13";"889";;
"1";"Bucheron";"15";"52490";"131230";"65615";"78740";"2";"118:40:10";"15";"1120";;
"1";"Bucheron";"16";"87660";"219155";"109575";"131490";"3";"189:55:30";"18";"1400";;
"1";"Bucheron";"17";"146395";"365985";"182995";"219590";"3";"303:56:10";"22";"1820";;
"1";"Bucheron";"18";"244480";"611195";"305600";"366715";"3";"486:21:20";"27";"2240";;
"1";"Bucheron";"19";"408280";"1020695";"510350";"612420";"3";"778:13:20";"32";"2800";;
"1";"Bucheron";"20";"681825";"1704565";"852280";"1022740";"3";"1245:12:50";"38";"3430";;
"1";"Bucheron";"1";"40";"100";"50";"60";"2";"00:04:30";"1";"4";;
